"Entity","Code","Year","apples__00000515__production__005510__tonnes"
"Afghanistan","AFG",1961,15100
"Afghanistan","AFG",1962,15100
"Afghanistan","AFG",1963,15100
"Afghanistan","AFG",1964,18400
"Afghanistan","AFG",1965,20400
"Afghanistan","AFG",1966,22800
"Afghanistan","AFG",1967,27600
"Afghanistan","AFG",1968,27900
"Afghanistan","AFG",1969,28200
"Afghanistan","AFG",1970,27300
"Afghanistan","AFG",1971,21500
"Afghanistan","AFG",1972,26600
"Afghanistan","AFG",1973,27600
"Afghanistan","AFG",1974,27800
"Afghanistan","AFG",1975,27900
"Afghanistan","AFG",1976,26200
"Afghanistan","AFG",1977,15500
"Afghanistan","AFG",1978,22700
"Afghanistan","AFG",1979,21600
"Afghanistan","AFG",1980,22300
"Afghanistan","AFG",1981,22100
"Afghanistan","AFG",1982,21400
"Afghanistan","AFG",1983,20800
"Afghanistan","AFG",1984,20000
"Afghanistan","AFG",1985,19100
"Afghanistan","AFG",1986,19400
"Afghanistan","AFG",1987,16600
"Afghanistan","AFG",1988,16900
"Afghanistan","AFG",1989,16900
"Afghanistan","AFG",1990,16867
"Afghanistan","AFG",1991,17507.39
"Afghanistan","AFG",1992,17200
"Afghanistan","AFG",1993,17000
"Afghanistan","AFG",1994,17500
"Afghanistan","AFG",1995,19668.68
"Afghanistan","AFG",1996,23340.58
"Afghanistan","AFG",1997,27727.09
"Afghanistan","AFG",1998,32386.33
"Afghanistan","AFG",1999,35928.15
"Afghanistan","AFG",2000,40540.06
"Afghanistan","AFG",2001,39541.74
"Afghanistan","AFG",2002,35630.08
"Afghanistan","AFG",2003,28042.99
"Afghanistan","AFG",2004,16691.83
"Afghanistan","AFG",2005,20239.34
"Afghanistan","AFG",2006,52500
"Afghanistan","AFG",2007,59500
"Afghanistan","AFG",2008,56060.69
"Afghanistan","AFG",2009,72765
"Afghanistan","AFG",2010,59850
"Afghanistan","AFG",2011,62041
"Afghanistan","AFG",2012,70000
"Afghanistan","AFG",2013,78597
"Afghanistan","AFG",2014,89403
"Afghanistan","AFG",2015,89733
"Afghanistan","AFG",2016,140903
"Afghanistan","AFG",2017,170443
"Afghanistan","AFG",2018,217192
"Afghanistan","AFG",2019,250324
"Afghanistan","AFG",2020,270857
"Afghanistan","AFG",2021,321672
"Afghanistan","AFG",2022,318402
"Afghanistan","AFG",2023,324000
"Africa",NA,1961,136344
"Africa",NA,1962,142131
"Africa",NA,1963,157140
"Africa",NA,1964,201048
"Africa",NA,1965,192905
"Africa",NA,1966,242928
"Africa",NA,1967,232394
"Africa",NA,1968,255997
"Africa",NA,1969,253182
"Africa",NA,1970,267213
"Africa",NA,1971,297881
"Africa",NA,1972,372367
"Africa",NA,1973,341305
"Africa",NA,1974,347231
"Africa",NA,1975,429760
"Africa",NA,1976,447100
"Africa",NA,1977,369964
"Africa",NA,1978,485503
"Africa",NA,1979,480595
"Africa",NA,1980,558313
"Africa",NA,1981,556674
"Africa",NA,1982,644857
"Africa",NA,1983,547571
"Africa",NA,1984,690611
"Africa",NA,1985,640231
"Africa",NA,1986,690103
"Africa",NA,1987,673928
"Africa",NA,1988,926263
"Africa",NA,1989,961548
"Africa",NA,1990,815229
"Africa",NA,1991,940965
"Africa",NA,1992,1206286
"Africa",NA,1993,1535265
"Africa",NA,1994,1276832
"Africa",NA,1995,1433127
"Africa",NA,1996,1582098
"Africa",NA,1997,1526274
"Africa",NA,1998,1456860
"Africa",NA,1999,1571667.4
"Africa",NA,2000,1592896.8
"Africa",NA,2001,1548621.6
"Africa",NA,2002,1775408
"Africa",NA,2003,1894478
"Africa",NA,2004,2042013
"Africa",NA,2005,1901266.6
"Africa",NA,2006,2017897.2
"Africa",NA,2007,2020000.1
"Africa",NA,2008,2139363.5
"Africa",NA,2009,2160138.2
"Africa",NA,2010,2202049.5
"Africa",NA,2011,2314663.2
"Africa",NA,2012,2364630
"Africa",NA,2013,2725186
"Africa",NA,2014,2554818.2
"Africa",NA,2015,2875545
"Africa",NA,2016,2737229.5
"Africa",NA,2017,3090062.2
"Africa",NA,2018,2893594
"Africa",NA,2019,3104080.2
"Africa",NA,2020,3279684.8
"Africa",NA,2021,3583761.2
"Africa",NA,2022,3750739.8
"Africa",NA,2023,3685713
"Africa (FAO)",NA,1961,136344
"Africa (FAO)",NA,1962,142131
"Africa (FAO)",NA,1963,157140
"Africa (FAO)",NA,1964,201048
"Africa (FAO)",NA,1965,192905
"Africa (FAO)",NA,1966,242928
"Africa (FAO)",NA,1967,232394
"Africa (FAO)",NA,1968,255997
"Africa (FAO)",NA,1969,253182
"Africa (FAO)",NA,1970,267213
"Africa (FAO)",NA,1971,297881
"Africa (FAO)",NA,1972,372367
"Africa (FAO)",NA,1973,341305
"Africa (FAO)",NA,1974,347231
"Africa (FAO)",NA,1975,429760
"Africa (FAO)",NA,1976,447100
"Africa (FAO)",NA,1977,369964
"Africa (FAO)",NA,1978,485503
"Africa (FAO)",NA,1979,480595
"Africa (FAO)",NA,1980,558313
"Africa (FAO)",NA,1981,556674
"Africa (FAO)",NA,1982,644857
"Africa (FAO)",NA,1983,547571
"Africa (FAO)",NA,1984,690611
"Africa (FAO)",NA,1985,640231
"Africa (FAO)",NA,1986,690103
"Africa (FAO)",NA,1987,673928
"Africa (FAO)",NA,1988,926263
"Africa (FAO)",NA,1989,961548
"Africa (FAO)",NA,1990,815229
"Africa (FAO)",NA,1991,940965
"Africa (FAO)",NA,1992,1206286
"Africa (FAO)",NA,1993,1535265
"Africa (FAO)",NA,1994,1276832
"Africa (FAO)",NA,1995,1433127
"Africa (FAO)",NA,1996,1582098
"Africa (FAO)",NA,1997,1526274
"Africa (FAO)",NA,1998,1456860
"Africa (FAO)",NA,1999,1571667.4
"Africa (FAO)",NA,2000,1592896.8
"Africa (FAO)",NA,2001,1548621.6
"Africa (FAO)",NA,2002,1775408
"Africa (FAO)",NA,2003,1894478
"Africa (FAO)",NA,2004,2042013
"Africa (FAO)",NA,2005,1901266.6
"Africa (FAO)",NA,2006,2017897.2
"Africa (FAO)",NA,2007,2020000.1
"Africa (FAO)",NA,2008,2139363.5
"Africa (FAO)",NA,2009,2160138.2
"Africa (FAO)",NA,2010,2202049.5
"Africa (FAO)",NA,2011,2314663.2
"Africa (FAO)",NA,2012,2364630
"Africa (FAO)",NA,2013,2725186
"Africa (FAO)",NA,2014,2554818.2
"Africa (FAO)",NA,2015,2875545
"Africa (FAO)",NA,2016,2737229.5
"Africa (FAO)",NA,2017,3090062.2
"Africa (FAO)",NA,2018,2893594
"Africa (FAO)",NA,2019,3104080.2
"Africa (FAO)",NA,2020,3279684.8
"Africa (FAO)",NA,2021,3583761.2
"Africa (FAO)",NA,2022,3750739.8
"Africa (FAO)",NA,2023,3685713
"Albania","ALB",1961,10004
"Albania","ALB",1962,8039
"Albania","ALB",1963,7931
"Albania","ALB",1964,8498
"Albania","ALB",1965,8000
"Albania","ALB",1966,9000
"Albania","ALB",1967,10000
"Albania","ALB",1968,10000
"Albania","ALB",1969,11000
"Albania","ALB",1970,9000
"Albania","ALB",1971,10000
"Albania","ALB",1972,11000
"Albania","ALB",1973,14000
"Albania","ALB",1974,13000
"Albania","ALB",1975,14000
"Albania","ALB",1976,15000
"Albania","ALB",1977,13000
"Albania","ALB",1978,14000
"Albania","ALB",1979,15000
"Albania","ALB",1980,15000
"Albania","ALB",1981,15000
"Albania","ALB",1982,23000
"Albania","ALB",1983,21000
"Albania","ALB",1984,21000
"Albania","ALB",1985,18200
"Albania","ALB",1986,15000
"Albania","ALB",1987,16000
"Albania","ALB",1988,14000
"Albania","ALB",1989,18000
"Albania","ALB",1990,13100
"Albania","ALB",1991,10000
"Albania","ALB",1992,10000
"Albania","ALB",1993,10000
"Albania","ALB",1994,9500
"Albania","ALB",1995,10000
"Albania","ALB",1996,10000
"Albania","ALB",1997,11300
"Albania","ALB",1998,11500
"Albania","ALB",1999,11800
"Albania","ALB",2000,12000
"Albania","ALB",2001,15794
"Albania","ALB",2002,15800
"Albania","ALB",2003,13300
"Albania","ALB",2004,15000
"Albania","ALB",2005,16000
"Albania","ALB",2006,27566
"Albania","ALB",2007,36000
"Albania","ALB",2008,45000
"Albania","ALB",2009,47202
"Albania","ALB",2010,54604
"Albania","ALB",2011,64000
"Albania","ALB",2012,71300
"Albania","ALB",2013,75730
"Albania","ALB",2014,82060
"Albania","ALB",2015,91736.02
"Albania","ALB",2016,101532
"Albania","ALB",2017,96337.77
"Albania","ALB",2018,108375
"Albania","ALB",2019,107713
"Albania","ALB",2020,102167
"Albania","ALB",2021,111247.2
"Albania","ALB",2022,103645
"Albania","ALB",2023,97273.87
"Algeria","DZA",1961,15400
"Algeria","DZA",1962,14000
"Algeria","DZA",1963,13000
"Algeria","DZA",1964,12441
"Algeria","DZA",1965,13151
"Algeria","DZA",1966,11208
"Algeria","DZA",1967,11364
"Algeria","DZA",1968,10490
"Algeria","DZA",1969,11877
"Algeria","DZA",1970,12900
"Algeria","DZA",1971,13506
"Algeria","DZA",1972,11480
"Algeria","DZA",1973,10062
"Algeria","DZA",1974,14568
"Algeria","DZA",1975,21575
"Algeria","DZA",1976,14624
"Algeria","DZA",1977,19179
"Algeria","DZA",1978,15577
"Algeria","DZA",1979,13656
"Algeria","DZA",1980,21818
"Algeria","DZA",1981,23386
"Algeria","DZA",1982,24476
"Algeria","DZA",1983,23916
"Algeria","DZA",1984,38852
"Algeria","DZA",1985,42400
"Algeria","DZA",1986,40699
"Algeria","DZA",1987,43688
"Algeria","DZA",1988,39980
"Algeria","DZA",1989,51395
"Algeria","DZA",1990,38941
"Algeria","DZA",1991,47827
"Algeria","DZA",1992,61984
"Algeria","DZA",1993,63409
"Algeria","DZA",1994,49297
"Algeria","DZA",1995,64140
"Algeria","DZA",1996,73869
"Algeria","DZA",1997,65525
"Algeria","DZA",1998,75385
"Algeria","DZA",1999,87318
"Algeria","DZA",2000,96517
"Algeria","DZA",2001,104900
"Algeria","DZA",2002,121038
"Algeria","DZA",2003,135542
"Algeria","DZA",2004,165372
"Algeria","DZA",2005,199712
"Algeria","DZA",2006,283242
"Algeria","DZA",2007,190010
"Algeria","DZA",2008,260967
"Algeria","DZA",2009,267469
"Algeria","DZA",2010,378637
"Algeria","DZA",2011,404105
"Algeria","DZA",2012,397529
"Algeria","DZA",2013,455937.2
"Algeria","DZA",2014,462815.4
"Algeria","DZA",2015,451472
"Algeria","DZA",2016,500855
"Algeria","DZA",2017,494239
"Algeria","DZA",2018,487808.12
"Algeria","DZA",2019,558830
"Algeria","DZA",2020,566823.5
"Algeria","DZA",2021,522317
"Algeria","DZA",2022,549391.7
"Algeria","DZA",2023,575880.9
"Americas (FAO)",NA,1961,3651441
"Americas (FAO)",NA,1962,3719094
"Americas (FAO)",NA,1963,3916760
"Americas (FAO)",NA,1964,4022388
"Americas (FAO)",NA,1965,4198945
"Americas (FAO)",NA,1966,3869920
"Americas (FAO)",NA,1967,3810042
"Americas (FAO)",NA,1968,3744473
"Americas (FAO)",NA,1969,4399584
"Americas (FAO)",NA,1970,4206485
"Americas (FAO)",NA,1971,4248930
"Americas (FAO)",NA,1972,4052685
"Americas (FAO)",NA,1973,3907595
"Americas (FAO)",NA,1974,4701384
"Americas (FAO)",NA,1975,4983079
"Americas (FAO)",NA,1976,4564560
"Americas (FAO)",NA,1977,4820560
"Americas (FAO)",NA,1978,5372689
"Americas (FAO)",NA,1979,5825255
"Americas (FAO)",NA,1980,6242749
"Americas (FAO)",NA,1981,5797953
"Americas (FAO)",NA,1982,6013937
"Americas (FAO)",NA,1983,6102961
"Americas (FAO)",NA,1984,6391861
"Americas (FAO)",NA,1985,6305296
"Americas (FAO)",NA,1986,6092457
"Americas (FAO)",NA,1987,8087895
"Americas (FAO)",NA,1988,7393698
"Americas (FAO)",NA,1989,7787840
"Americas (FAO)",NA,1990,7810946
"Americas (FAO)",NA,1991,8016175
"Americas (FAO)",NA,1992,8622997
"Americas (FAO)",NA,1993,8568809
"Americas (FAO)",NA,1994,8997181
"Americas (FAO)",NA,1995,8755027
"Americas (FAO)",NA,1996,8838158
"Americas (FAO)",NA,1997,8865711
"Americas (FAO)",NA,1998,9221905
"Americas (FAO)",NA,1999,9405161
"Americas (FAO)",NA,2000,8730079
"Americas (FAO)",NA,2001,8728976
"Americas (FAO)",NA,2002,8084891
"Americas (FAO)",NA,2003,8536787
"Americas (FAO)",NA,2004,9481196
"Americas (FAO)",NA,2005,9008510
"Americas (FAO)",NA,2006,9024167
"Americas (FAO)",NA,2007,8845340
"Americas (FAO)",NA,2008,9113166
"Americas (FAO)",NA,2009,9092087
"Americas (FAO)",NA,2010,9045252
"Americas (FAO)",NA,2011,9702016
"Americas (FAO)",NA,2012,9004009
"Americas (FAO)",NA,2013,10213826
"Americas (FAO)",NA,2014,10588412
"Americas (FAO)",NA,2015,9626413
"Americas (FAO)",NA,2016,9849010
"Americas (FAO)",NA,2017,10127755
"Americas (FAO)",NA,2018,9373815
"Americas (FAO)",NA,2019,9817497
"Americas (FAO)",NA,2020,9226088
"Americas (FAO)",NA,2021,9198279
"Americas (FAO)",NA,2022,8929892
"Americas (FAO)",NA,2023,9793006
"Argentina","ARG",1961,415000
"Argentina","ARG",1962,397000
"Argentina","ARG",1963,474000
"Argentina","ARG",1964,371000
"Argentina","ARG",1965,544000
"Argentina","ARG",1966,414000
"Argentina","ARG",1967,516000
"Argentina","ARG",1968,469600
"Argentina","ARG",1969,436400
"Argentina","ARG",1970,445000
"Argentina","ARG",1971,423900
"Argentina","ARG",1972,512300
"Argentina","ARG",1973,233300
"Argentina","ARG",1974,786000
"Argentina","ARG",1975,608000
"Argentina","ARG",1976,576500
"Argentina","ARG",1977,820000
"Argentina","ARG",1978,810000
"Argentina","ARG",1979,972000
"Argentina","ARG",1980,958000
"Argentina","ARG",1981,908000
"Argentina","ARG",1982,804000
"Argentina","ARG",1983,817000
"Argentina","ARG",1984,872000
"Argentina","ARG",1985,922400
"Argentina","ARG",1986,593900
"Argentina","ARG",1987,1074600
"Argentina","ARG",1988,940000
"Argentina","ARG",1989,847800
"Argentina","ARG",1990,975600
"Argentina","ARG",1991,1067500
"Argentina","ARG",1992,1053500
"Argentina","ARG",1993,951170
"Argentina","ARG",1994,1006300
"Argentina","ARG",1995,1146000
"Argentina","ARG",1996,1219000
"Argentina","ARG",1997,1117690
"Argentina","ARG",1998,1033520
"Argentina","ARG",1999,1116000
"Argentina","ARG",2000,833322
"Argentina","ARG",2001,1428802
"Argentina","ARG",2002,1156830
"Argentina","ARG",2003,1307460
"Argentina","ARG",2004,1262440
"Argentina","ARG",2005,1206210
"Argentina","ARG",2006,1100000
"Argentina","ARG",2007,1e+06
"Argentina","ARG",2008,950000
"Argentina","ARG",2009,894000
"Argentina","ARG",2010,720000
"Argentina","ARG",2011,1150000
"Argentina","ARG",2012,1050000
"Argentina","ARG",2013,970000
"Argentina","ARG",2014,711052
"Argentina","ARG",2015,693275
"Argentina","ARG",2016,458908
"Argentina","ARG",2017,458908
"Argentina","ARG",2018,510478
"Argentina","ARG",2019,547846
"Argentina","ARG",2020,587000
"Argentina","ARG",2021,514000
"Argentina","ARG",2022,423343
"Argentina","ARG",2023,528749
"Armenia","ARM",1992,68800
"Armenia","ARM",1993,25300
"Armenia","ARM",1994,65900
"Armenia","ARM",1995,75500
"Armenia","ARM",1996,80400
"Armenia","ARM",1997,49470
"Armenia","ARM",1998,40700
"Armenia","ARM",1999,23522
"Armenia","ARM",2000,23230
"Armenia","ARM",2001,35380
"Armenia","ARM",2002,35200
"Armenia","ARM",2003,52800
"Armenia","ARM",2004,63504
"Armenia","ARM",2005,90798
"Armenia","ARM",2006,96268
"Armenia","ARM",2007,111836
"Armenia","ARM",2008,117199
"Armenia","ARM",2009,120844
"Armenia","ARM",2010,56487
"Armenia","ARM",2011,77602
"Armenia","ARM",2012,110289
"Armenia","ARM",2013,111946
"Armenia","ARM",2014,132627
"Armenia","ARM",2015,126995
"Armenia","ARM",2016,62574
"Armenia","ARM",2017,116051
"Armenia","ARM",2018,109939
"Armenia","ARM",2019,81674
"Armenia","ARM",2020,84675.6
"Armenia","ARM",2021,87913.6
"Armenia","ARM",2022,87541.5
"Armenia","ARM",2023,94825.2
"Asia",NA,1961,2001970
"Asia",NA,1962,2178625
"Asia",NA,1963,2337587
"Asia",NA,1964,2385629
"Asia",NA,1965,2503086
"Asia",NA,1966,2719756
"Asia",NA,1967,3215272
"Asia",NA,1968,3461664
"Asia",NA,1969,3578504
"Asia",NA,1970,3513727
"Asia",NA,1971,3844157
"Asia",NA,1972,4089565
"Asia",NA,1973,4731536
"Asia",NA,1974,4728539
"Asia",NA,1975,5151894
"Asia",NA,1976,5580142
"Asia",NA,1977,6236404
"Asia",NA,1978,6573483
"Asia",NA,1979,7749358
"Asia",NA,1980,7401813
"Asia",NA,1981,8422856
"Asia",NA,1982,8500803
"Asia",NA,1983,10120633
"Asia",NA,1984,9344044
"Asia",NA,1985,10360384
"Asia",NA,1986,10447635
"Asia",NA,1987,10982647
"Asia",NA,1988,11803218
"Asia",NA,1989,11907789
"Asia",NA,1990,12075865
"Asia",NA,1991,11916997
"Asia",NA,1992,15746752
"Asia",NA,1993,18034016
"Asia",NA,1994,20783594
"Asia",NA,1995,23782004
"Asia",NA,1996,26819288
"Asia",NA,1997,27501652
"Asia",NA,1998,29322362
"Asia",NA,1999,30727160
"Asia",NA,2000,30165054
"Asia",NA,2001,30125162
"Asia",NA,2002,28972810
"Asia",NA,2003,31588564
"Asia",NA,2004,33466410
"Asia",NA,2005,35052748
"Asia",NA,2006,36506532
"Asia",NA,2007,39270096
"Asia",NA,2008,41770300
"Asia",NA,2009,44005320
"Asia",NA,2010,45356440
"Asia",NA,2011,49474380
"Asia",NA,2012,51805296
"Asia",NA,2013,53031170
"Asia",NA,2014,53948616
"Asia",NA,2015,51815384
"Asia",NA,2016,54380896
"Asia",NA,2017,54803148
"Asia",NA,2018,53117296
"Asia",NA,2019,56447516
"Asia",NA,2020,59460932
"Asia",NA,2021,61786536
"Asia",NA,2022,63548224
"Asia",NA,2023,65466948
"Asia (FAO)",NA,1961,2003392
"Asia (FAO)",NA,1962,2180504
"Asia (FAO)",NA,1963,2339492
"Asia (FAO)",NA,1964,2388880
"Asia (FAO)",NA,1965,2509588
"Asia (FAO)",NA,1966,2727376
"Asia (FAO)",NA,1967,3225432
"Asia (FAO)",NA,1968,3469792
"Asia (FAO)",NA,1969,3586124
"Asia (FAO)",NA,1970,3521245
"Asia (FAO)",NA,1971,3854825
"Asia (FAO)",NA,1972,4099521
"Asia (FAO)",NA,1973,4740984
"Asia (FAO)",NA,1974,4736159
"Asia (FAO)",NA,1975,5161038
"Asia (FAO)",NA,1976,5591115
"Asia (FAO)",NA,1977,6246869
"Asia (FAO)",NA,1978,6581103
"Asia (FAO)",NA,1979,7758705
"Asia (FAO)",NA,1980,7410957
"Asia (FAO)",NA,1981,8430476
"Asia (FAO)",NA,1982,8509439
"Asia (FAO)",NA,1983,10129633
"Asia (FAO)",NA,1984,9353044
"Asia (FAO)",NA,1985,10367384
"Asia (FAO)",NA,1986,10454135
"Asia (FAO)",NA,1987,10989647
"Asia (FAO)",NA,1988,11810718
"Asia (FAO)",NA,1989,11915989
"Asia (FAO)",NA,1990,12084015
"Asia (FAO)",NA,1991,11924697
"Asia (FAO)",NA,1992,15758752
"Asia (FAO)",NA,1993,18045016
"Asia (FAO)",NA,1994,20791094
"Asia (FAO)",NA,1995,23791304
"Asia (FAO)",NA,1996,26829288
"Asia (FAO)",NA,1997,27511152
"Asia (FAO)",NA,1998,29333362
"Asia (FAO)",NA,1999,30738660
"Asia (FAO)",NA,2000,30176354
"Asia (FAO)",NA,2001,30134462
"Asia (FAO)",NA,2002,28983610
"Asia (FAO)",NA,2003,31598064
"Asia (FAO)",NA,2004,33476958
"Asia (FAO)",NA,2005,35063530
"Asia (FAO)",NA,2006,36517276
"Asia (FAO)",NA,2007,39278690
"Asia (FAO)",NA,2008,41776840
"Asia (FAO)",NA,2009,44012590
"Asia (FAO)",NA,2010,45363388
"Asia (FAO)",NA,2011,49481500
"Asia (FAO)",NA,2012,51812136
"Asia (FAO)",NA,2013,53036480
"Asia (FAO)",NA,2014,53953464
"Asia (FAO)",NA,2015,51820264
"Asia (FAO)",NA,2016,54385096
"Asia (FAO)",NA,2017,54806940
"Asia (FAO)",NA,2018,53119210
"Asia (FAO)",NA,2019,56449356
"Asia (FAO)",NA,2020,59463600
"Asia (FAO)",NA,2021,61789544
"Asia (FAO)",NA,2022,63551572
"Asia (FAO)",NA,2023,65469850
"Australia","AUS",1961,295034
"Australia","AUS",1962,326282
"Australia","AUS",1963,349571
"Australia","AUS",1964,367397
"Australia","AUS",1965,360002
"Australia","AUS",1966,376878
"Australia","AUS",1967,369924
"Australia","AUS",1968,373688
"Australia","AUS",1969,422445
"Australia","AUS",1970,424057
"Australia","AUS",1971,442636
"Australia","AUS",1972,360167
"Australia","AUS",1973,426362
"Australia","AUS",1974,331302
"Australia","AUS",1975,362778
"Australia","AUS",1976,274831
"Australia","AUS",1977,301551
"Australia","AUS",1978,258360
"Australia","AUS",1979,344948
"Australia","AUS",1980,298812
"Australia","AUS",1981,306921
"Australia","AUS",1982,294476
"Australia","AUS",1983,300825
"Australia","AUS",1984,266998
"Australia","AUS",1985,352000
"Australia","AUS",1986,288000
"Australia","AUS",1987,324741
"Australia","AUS",1988,299807
"Australia","AUS",1989,323045
"Australia","AUS",1990,319403
"Australia","AUS",1991,288730
"Australia","AUS",1992,316101
"Australia","AUS",1993,327792
"Australia","AUS",1994,306920
"Australia","AUS",1995,316555
"Australia","AUS",1996,280147
"Australia","AUS",1997,353069
"Australia","AUS",1998,308856
"Australia","AUS",1999,334353
"Australia","AUS",2000,319652
"Australia","AUS",2001,302668
"Australia","AUS",2002,290264
"Australia","AUS",2003,326072
"Australia","AUS",2004,285282
"Australia","AUS",2005,452650
"Australia","AUS",2006,301251
"Australia","AUS",2007,377980
"Australia","AUS",2008,265481
"Australia","AUS",2009,295134
"Australia","AUS",2010,264401
"Australia","AUS",2011,299778
"Australia","AUS",2012,289064
"Australia","AUS",2013,288878
"Australia","AUS",2014,266771
"Australia","AUS",2015,295196
"Australia","AUS",2016,308298
"Australia","AUS",2017,313730
"Australia","AUS",2018,268355
"Australia","AUS",2019,265150
"Australia","AUS",2020,262965.53
"Australia","AUS",2021,284896.5
"Australia","AUS",2022,300518.12
"Australia","AUS",2023,285176
"Austria","AUT",1961,456000
"Austria","AUT",1962,431000
"Austria","AUT",1963,436000
"Austria","AUT",1964,447000
"Austria","AUT",1965,222000
"Austria","AUT",1966,366654
"Austria","AUT",1967,360937
"Austria","AUT",1968,328675
"Austria","AUT",1969,327690
"Austria","AUT",1970,308809
"Austria","AUT",1971,243658
"Austria","AUT",1972,156358
"Austria","AUT",1973,287462
"Austria","AUT",1974,324203
"Austria","AUT",1975,303746
"Austria","AUT",1976,329261
"Austria","AUT",1977,263508
"Austria","AUT",1978,291186
"Austria","AUT",1979,326357
"Austria","AUT",1980,329932
"Austria","AUT",1981,243199
"Austria","AUT",1982,428819
"Austria","AUT",1983,326547
"Austria","AUT",1984,353195
"Austria","AUT",1985,293152
"Austria","AUT",1986,368585
"Austria","AUT",1987,263532
"Austria","AUT",1988,413049
"Austria","AUT",1989,321264
"Austria","AUT",1990,337741
"Austria","AUT",1991,276848
"Austria","AUT",1992,268719.38
"Austria","AUT",1993,375222.38
"Austria","AUT",1994,334247.7
"Austria","AUT",1995,383876
"Austria","AUT",1996,367553
"Austria","AUT",1997,477277
"Austria","AUT",1998,416492.97
"Austria","AUT",1999,409671
"Austria","AUT",2000,490400
"Austria","AUT",2001,409700
"Austria","AUT",2002,478500
"Austria","AUT",2003,422600
"Austria","AUT",2004,484100
"Austria","AUT",2005,452600
"Austria","AUT",2006,509100
"Austria","AUT",2007,477880
"Austria","AUT",2008,551360
"Austria","AUT",2009,485610
"Austria","AUT",2010,270810
"Austria","AUT",2011,302810
"Austria","AUT",2012,262110
"Austria","AUT",2013,234590
"Austria","AUT",2014,310340
"Austria","AUT",2015,287600
"Austria","AUT",2016,101670
"Austria","AUT",2017,185240
"Austria","AUT",2018,387950
"Austria","AUT",2019,239210
"Austria","AUT",2020,258220
"Austria","AUT",2021,206290
"Austria","AUT",2022,260610
"Austria","AUT",2023,191910
"Azerbaijan","AZE",1992,118079
"Azerbaijan","AZE",1993,102027
"Azerbaijan","AZE",1994,95282
"Azerbaijan","AZE",1995,95547
"Azerbaijan","AZE",1996,94605
"Azerbaijan","AZE",1997,90393
"Azerbaijan","AZE",1998,114776
"Azerbaijan","AZE",1999,114301
"Azerbaijan","AZE",2000,128264
"Azerbaijan","AZE",2001,136061
"Azerbaijan","AZE",2002,128599
"Azerbaijan","AZE",2003,154347
"Azerbaijan","AZE",2004,137279
"Azerbaijan","AZE",2005,163057
"Azerbaijan","AZE",2006,178350
"Azerbaijan","AZE",2007,187003
"Azerbaijan","AZE",2008,205021
"Azerbaijan","AZE",2009,204237
"Azerbaijan","AZE",2010,211665
"Azerbaijan","AZE",2011,223067
"Azerbaijan","AZE",2012,234771
"Azerbaijan","AZE",2013,246685
"Azerbaijan","AZE",2014,252327
"Azerbaijan","AZE",2015,256398
"Azerbaijan","AZE",2016,254295.8
"Azerbaijan","AZE",2017,275092.9
"Azerbaijan","AZE",2018,277157.7
"Azerbaijan","AZE",2019,292735.6
"Azerbaijan","AZE",2020,301410.5
"Azerbaijan","AZE",2021,308386.4
"Azerbaijan","AZE",2022,318197.2
"Azerbaijan","AZE",2023,301786.5
"Belarus","BLR",1992,357000
"Belarus","BLR",1993,640500
"Belarus","BLR",1994,280500
"Belarus","BLR",1995,258400
"Belarus","BLR",1996,299500
"Belarus","BLR",1997,242000
"Belarus","BLR",1998,133200
"Belarus","BLR",1999,133000
"Belarus","BLR",2000,213000
"Belarus","BLR",2001,215100
"Belarus","BLR",2002,327000
"Belarus","BLR",2003,136500
"Belarus","BLR",2004,231700
"Belarus","BLR",2005,232656
"Belarus","BLR",2006,488785
"Belarus","BLR",2007,262928
"Belarus","BLR",2008,379809
"Belarus","BLR",2009,431573
"Belarus","BLR",2010,525552
"Belarus","BLR",2011,190829
"Belarus","BLR",2012,511471
"Belarus","BLR",2013,311495
"Belarus","BLR",2014,512641
"Belarus","BLR",2015,354817
"Belarus","BLR",2016,508816
"Belarus","BLR",2017,317078
"Belarus","BLR",2018,700198
"Belarus","BLR",2019,336697
"Belarus","BLR",2020,532655
"Belarus","BLR",2021,336700
"Belarus","BLR",2022,336700
"Belarus","BLR",2023,336700
"Belgium","BEL",2000,545460
"Belgium","BEL",2001,336600
"Belgium","BEL",2002,348600
"Belgium","BEL",2003,318900
"Belgium","BEL",2004,355800
"Belgium","BEL",2005,324960
"Belgium","BEL",2006,357500
"Belgium","BEL",2007,358000
"Belgium","BEL",2008,335000
"Belgium","BEL",2009,310600
"Belgium","BEL",2010,343980
"Belgium","BEL",2011,228405
"Belgium","BEL",2012,220400
"Belgium","BEL",2013,228900
"Belgium","BEL",2014,318400
"Belgium","BEL",2015,284210
"Belgium","BEL",2016,238244
"Belgium","BEL",2017,86236
"Belgium","BEL",2018,231300
"Belgium","BEL",2019,241860
"Belgium","BEL",2020,168030
"Belgium","BEL",2021,249740
"Belgium","BEL",2022,238600
"Belgium","BEL",2023,203010
"Belgium-Luxembourg (FAO)",NA,1961,132000
"Belgium-Luxembourg (FAO)",NA,1962,145000
"Belgium-Luxembourg (FAO)",NA,1963,135000
"Belgium-Luxembourg (FAO)",NA,1964,189200
"Belgium-Luxembourg (FAO)",NA,1965,176000
"Belgium-Luxembourg (FAO)",NA,1966,212000
"Belgium-Luxembourg (FAO)",NA,1967,291000
