"Entity","Code","Year","barley__00000044__production__005510__tonnes"
"Afghanistan","AFG",1961,378000
"Afghanistan","AFG",1962,378000
"Afghanistan","AFG",1963,378000
"Afghanistan","AFG",1964,380000
"Afghanistan","AFG",1965,380000
"Afghanistan","AFG",1966,375000
"Afghanistan","AFG",1967,357000
"Afghanistan","AFG",1968,361000
"Afghanistan","AFG",1969,365000
"Afghanistan","AFG",1970,370000
"Afghanistan","AFG",1971,355000
"Afghanistan","AFG",1972,350000
"Afghanistan","AFG",1973,360000
"Afghanistan","AFG",1974,380000
"Afghanistan","AFG",1975,384000
"Afghanistan","AFG",1976,4e+05
"Afghanistan","AFG",1977,3e+05
"Afghanistan","AFG",1978,325000
"Afghanistan","AFG",1979,318000
"Afghanistan","AFG",1980,321000
"Afghanistan","AFG",1981,3e+05
"Afghanistan","AFG",1982,276000
"Afghanistan","AFG",1983,266000
"Afghanistan","AFG",1984,254000
"Afghanistan","AFG",1985,240000
"Afghanistan","AFG",1986,231000
"Afghanistan","AFG",1987,231000
"Afghanistan","AFG",1988,235000
"Afghanistan","AFG",1989,231000
"Afghanistan","AFG",1990,216000
"Afghanistan","AFG",1991,217000
"Afghanistan","AFG",1992,2e+05
"Afghanistan","AFG",1993,250000
"Afghanistan","AFG",1994,230000
"Afghanistan","AFG",1995,2e+05
"Afghanistan","AFG",1996,220000
"Afghanistan","AFG",1997,250000
"Afghanistan","AFG",1998,240000
"Afghanistan","AFG",1999,216000
"Afghanistan","AFG",2000,74000
"Afghanistan","AFG",2001,87000
"Afghanistan","AFG",2002,345000
"Afghanistan","AFG",2003,240000
"Afghanistan","AFG",2004,290000
"Afghanistan","AFG",2005,337000
"Afghanistan","AFG",2006,364000
"Afghanistan","AFG",2007,370000
"Afghanistan","AFG",2008,333000
"Afghanistan","AFG",2009,486000
"Afghanistan","AFG",2010,437000
"Afghanistan","AFG",2011,305900
"Afghanistan","AFG",2012,504000
"Afghanistan","AFG",2013,514000
"Afghanistan","AFG",2014,521000
"Afghanistan","AFG",2015,403000
"Afghanistan","AFG",2016,301856
"Afghanistan","AFG",2017,94995
"Afghanistan","AFG",2018,56781
"Afghanistan","AFG",2019,123576
"Afghanistan","AFG",2020,127757
"Afghanistan","AFG",2021,65102
"Afghanistan","AFG",2022,94687
"Afghanistan","AFG",2023,110000
"Africa",NA,1961,1861469
"Africa",NA,1962,3438445
"Africa",NA,1963,3856120
"Africa",NA,1964,2946928
"Africa",NA,1965,3143846
"Africa",NA,1966,2021670
"Africa",NA,1967,3032303
"Africa",NA,1968,4963806
"Africa",NA,1969,3706547
"Africa",NA,1970,3684133
"Africa",NA,1971,4087246
"Africa",NA,1972,4459344
"Africa",NA,1973,2975447
"Africa",NA,1974,4034211
"Africa",NA,1975,3700440
"Africa",NA,1976,4679313
"Africa",NA,1977,2948069
"Africa",NA,1978,4116033
"Africa",NA,1979,4011336
"Africa",NA,1980,4676533
"Africa",NA,1981,3333683
"Africa",NA,1982,4531305
"Africa",NA,1983,3702977
"Africa",NA,1984,3457422
"Africa",NA,1985,5926214
"Africa",NA,1986,6199809
"Africa",NA,1987,4474928
"Africa",NA,1988,5601623
"Africa",NA,1989,5625843
"Africa",NA,1990,5133261
"Africa",NA,1991,7102387
"Africa",NA,1992,4492199.5
"Africa",NA,1993,3206594.2
"Africa",NA,1994,5530159.5
"Africa",NA,1995,3036362.5
"Africa",NA,1996,8002883
"Africa",NA,1997,3097930.5
"Africa",NA,1998,4529338
"Africa",NA,1999,3734611
"Africa",NA,2000,2117781.8
"Africa",NA,2001,3497984.2
"Africa",NA,2002,3864272
"Africa",NA,2003,5800044.5
"Africa",NA,2004,6286653.5
"Africa",NA,2005,4651939.5
"Africa",NA,2006,6234582
"Africa",NA,2007,4605574
"Africa",NA,2008,4159951
"Africa",NA,2009,9367832
"Africa",NA,2010,6734326.5
"Africa",NA,2011,6655607
"Africa",NA,2012,6145051.5
"Africa",NA,2013,7254799
"Africa",NA,2014,6116536.5
"Africa",NA,2015,7554486.5
"Africa",NA,2016,4841177
"Africa",NA,2017,6563516
"Africa",NA,2018,7674539
"Africa",NA,2019,6834357
"Africa",NA,2020,5540242
"Africa",NA,2021,6510199.5
"Africa",NA,2022,5036906
"Africa",NA,2023,5588318
"Africa (FAO)",NA,1961,1861469
"Africa (FAO)",NA,1962,3438445
"Africa (FAO)",NA,1963,3856120
"Africa (FAO)",NA,1964,2946928
"Africa (FAO)",NA,1965,3143846
"Africa (FAO)",NA,1966,2021670
"Africa (FAO)",NA,1967,3032303
"Africa (FAO)",NA,1968,4963806
"Africa (FAO)",NA,1969,3706547
"Africa (FAO)",NA,1970,3684133
"Africa (FAO)",NA,1971,4087246
"Africa (FAO)",NA,1972,4459344
"Africa (FAO)",NA,1973,2975447
"Africa (FAO)",NA,1974,4034211
"Africa (FAO)",NA,1975,3700440
"Africa (FAO)",NA,1976,4679313
"Africa (FAO)",NA,1977,2948069
"Africa (FAO)",NA,1978,4116033
"Africa (FAO)",NA,1979,4011336
"Africa (FAO)",NA,1980,4676533
"Africa (FAO)",NA,1981,3333683
"Africa (FAO)",NA,1982,4531305
"Africa (FAO)",NA,1983,3702977
"Africa (FAO)",NA,1984,3457422
"Africa (FAO)",NA,1985,5926214
"Africa (FAO)",NA,1986,6199809
"Africa (FAO)",NA,1987,4474928
"Africa (FAO)",NA,1988,5601623
"Africa (FAO)",NA,1989,5625843
"Africa (FAO)",NA,1990,5133261
"Africa (FAO)",NA,1991,7102387
"Africa (FAO)",NA,1992,4492199.5
"Africa (FAO)",NA,1993,3206594.2
"Africa (FAO)",NA,1994,5530159.5
"Africa (FAO)",NA,1995,3036362.5
"Africa (FAO)",NA,1996,8002883
"Africa (FAO)",NA,1997,3097930.5
"Africa (FAO)",NA,1998,4529338
"Africa (FAO)",NA,1999,3734611
"Africa (FAO)",NA,2000,2117781.8
"Africa (FAO)",NA,2001,3497984.2
"Africa (FAO)",NA,2002,3864272
"Africa (FAO)",NA,2003,5800044.5
"Africa (FAO)",NA,2004,6286653.5
"Africa (FAO)",NA,2005,4651939.5
"Africa (FAO)",NA,2006,6234582
"Africa (FAO)",NA,2007,4605574
"Africa (FAO)",NA,2008,4159951
"Africa (FAO)",NA,2009,9367832
"Africa (FAO)",NA,2010,6734326.5
"Africa (FAO)",NA,2011,6655607
"Africa (FAO)",NA,2012,6145051.5
"Africa (FAO)",NA,2013,7254799
"Africa (FAO)",NA,2014,6116536.5
"Africa (FAO)",NA,2015,7554486.5
"Africa (FAO)",NA,2016,4841177
"Africa (FAO)",NA,2017,6563516
"Africa (FAO)",NA,2018,7674539
"Africa (FAO)",NA,2019,6834357
"Africa (FAO)",NA,2020,5540242
"Africa (FAO)",NA,2021,6510199.5
"Africa (FAO)",NA,2022,5036906
"Africa (FAO)",NA,2023,5588318
"Albania","ALB",1961,8930
"Albania","ALB",1962,6934
"Albania","ALB",1963,7886
"Albania","ALB",1964,8304
"Albania","ALB",1965,7300
"Albania","ALB",1966,9600
"Albania","ALB",1967,10400
"Albania","ALB",1968,7900
"Albania","ALB",1969,7500
"Albania","ALB",1970,9700
"Albania","ALB",1971,7500
"Albania","ALB",1972,7700
"Albania","ALB",1973,9000
"Albania","ALB",1974,10000
"Albania","ALB",1975,10000
"Albania","ALB",1976,15000
"Albania","ALB",1977,18000
"Albania","ALB",1978,20000
"Albania","ALB",1979,23000
"Albania","ALB",1980,25000
"Albania","ALB",1981,25000
"Albania","ALB",1982,25400
"Albania","ALB",1983,30000
"Albania","ALB",1984,30000
"Albania","ALB",1985,30000
"Albania","ALB",1986,36000
"Albania","ALB",1987,38000
"Albania","ALB",1988,40000
"Albania","ALB",1989,40000
"Albania","ALB",1990,5000
"Albania","ALB",1991,3323
"Albania","ALB",1992,5569
"Albania","ALB",1993,4153
"Albania","ALB",1994,9000
"Albania","ALB",1995,7274
"Albania","ALB",1996,3195
"Albania","ALB",1997,3738
"Albania","ALB",1998,3248
"Albania","ALB",1999,2900
"Albania","ALB",2000,1800
"Albania","ALB",2001,3000
"Albania","ALB",2002,3800
"Albania","ALB",2003,2900
"Albania","ALB",2004,3700
"Albania","ALB",2005,4100
"Albania","ALB",2006,6000
"Albania","ALB",2007,3500
"Albania","ALB",2008,3600
"Albania","ALB",2009,4500
"Albania","ALB",2010,7300
"Albania","ALB",2011,8700
"Albania","ALB",2012,7000
"Albania","ALB",2013,6970
"Albania","ALB",2014,7300
"Albania","ALB",2015,7000
"Albania","ALB",2016,9000
"Albania","ALB",2017,9035
"Albania","ALB",2018,9655
"Albania","ALB",2019,7942
"Albania","ALB",2020,12645
"Albania","ALB",2021,15310
"Albania","ALB",2022,19014
"Albania","ALB",2023,21178.8
"Algeria","DZA",1961,211919
"Algeria","DZA",1962,818700
"Algeria","DZA",1963,691083
"Algeria","DZA",1964,277266
"Algeria","DZA",1965,378643
"Algeria","DZA",1966,129770
"Algeria","DZA",1967,339619
"Algeria","DZA",1968,537852
"Algeria","DZA",1969,466377
"Algeria","DZA",1970,571438
"Algeria","DZA",1971,371768
"Algeria","DZA",1972,643995
"Algeria","DZA",1973,373869
"Algeria","DZA",1974,331422
"Algeria","DZA",1975,742720
"Algeria","DZA",1976,588672
"Algeria","DZA",1977,260309
"Algeria","DZA",1978,396965
"Algeria","DZA",1979,456584
"Algeria","DZA",1980,794190
"Algeria","DZA",1981,524800
"Algeria","DZA",1982,483443
"Algeria","DZA",1983,446753
"Algeria","DZA",1984,502700
"Algeria","DZA",1985,1330180
"Algeria","DZA",1986,1082800
"Algeria","DZA",1987,819894
"Algeria","DZA",1988,389660
"Algeria","DZA",1989,789882
"Algeria","DZA",1990,833400
"Algeria","DZA",1991,1809960
"Algeria","DZA",1992,1398290
"Algeria","DZA",1993,408023
"Algeria","DZA",1994,234067
"Algeria","DZA",1995,584980
"Algeria","DZA",1996,1800222
"Algeria","DZA",1997,190892
"Algeria","DZA",1998,7e+05
"Algeria","DZA",1999,510000
"Algeria","DZA",2000,163287
"Algeria","DZA",2001,574654
"Algeria","DZA",2002,416112
"Algeria","DZA",2003,1221976
"Algeria","DZA",2004,1211600
"Algeria","DZA",2005,1032819
"Algeria","DZA",2006,1235880
"Algeria","DZA",2007,1186658
"Algeria","DZA",2008,395922
"Algeria","DZA",2009,2203359
"Algeria","DZA",2010,1503900
"Algeria","DZA",2011,1258080
"Algeria","DZA",2012,1591715
"Algeria","DZA",2013,1498639
"Algeria","DZA",2014,939401
"Algeria","DZA",2015,1030556
"Algeria","DZA",2016,919907
"Algeria","DZA",2017,969696
"Algeria","DZA",2018,1957327.1
"Algeria","DZA",2019,1647746
"Algeria","DZA",2020,1213137
"Algeria","DZA",2021,555364
"Algeria","DZA",2022,1e+06
"Algeria","DZA",2023,1e+06
"Americas (FAO)",NA,1961,12543154
"Americas (FAO)",NA,1962,14031559
"Americas (FAO)",NA,1963,15191911
"Americas (FAO)",NA,1964,13659333
"Americas (FAO)",NA,1965,14452196
"Americas (FAO)",NA,1966,16291780
"Americas (FAO)",NA,1967,15002521
"Americas (FAO)",NA,1968,17777856
"Americas (FAO)",NA,1969,18696380
"Americas (FAO)",NA,1970,19122154
"Americas (FAO)",NA,1971,24556442
"Americas (FAO)",NA,1972,22244722
"Americas (FAO)",NA,1973,20976728
"Americas (FAO)",NA,1974,16542306
"Americas (FAO)",NA,1975,19320896
"Americas (FAO)",NA,1976,20734460
"Americas (FAO)",NA,1977,22490756
"Americas (FAO)",NA,1978,22015196
"Americas (FAO)",NA,1979,18150704
"Americas (FAO)",NA,1980,20519642
"Americas (FAO)",NA,1981,25257180
"Americas (FAO)",NA,1982,26357782
"Americas (FAO)",NA,1983,22452740
"Americas (FAO)",NA,1984,24641338
"Americas (FAO)",NA,1985,26513880
"Americas (FAO)",NA,1986,29098980
"Americas (FAO)",NA,1987,26902260
"Americas (FAO)",NA,1988,17986428
"Americas (FAO)",NA,1989,22243308
"Americas (FAO)",NA,1990,24114352
"Americas (FAO)",NA,1991,23544790
"Americas (FAO)",NA,1992,22846288
"Americas (FAO)",NA,1993,23256184
"Americas (FAO)",NA,1994,21154140
"Americas (FAO)",NA,1995,22521236
"Americas (FAO)",NA,1996,26132948
"Americas (FAO)",NA,1997,23551772
"Americas (FAO)",NA,1998,22199310
"Americas (FAO)",NA,1999,20788992
"Americas (FAO)",NA,2000,22430434
"Americas (FAO)",NA,2001,18303520
"Americas (FAO)",NA,2002,14525801
"Americas (FAO)",NA,2003,21352624
"Americas (FAO)",NA,2004,21613582
"Americas (FAO)",NA,2005,18821266
"Americas (FAO)",NA,2006,16702155
"Americas (FAO)",NA,2007,18528276
"Americas (FAO)",NA,2008,20484548
"Americas (FAO)",NA,2009,17375186
"Americas (FAO)",NA,2010,16046250
"Americas (FAO)",NA,2011,16870272
"Americas (FAO)",NA,2012,19816486
"Americas (FAO)",NA,2013,21215074
"Americas (FAO)",NA,2014,15702382
"Americas (FAO)",NA,2015,17333410
"Americas (FAO)",NA,2016,20245108
"Americas (FAO)",NA,2017,17103398
"Americas (FAO)",NA,2018,18957384
"Americas (FAO)",NA,2019,20421774
"Americas (FAO)",NA,2020,20394984
"Americas (FAO)",NA,2021,16331401
"Americas (FAO)",NA,2022,21915134
"Americas (FAO)",NA,2023,20154394
"Argentina","ARG",1961,8e+05
"Argentina","ARG",1962,345000
"Argentina","ARG",1963,1020000
"Argentina","ARG",1964,826000
"Argentina","ARG",1965,404000
"Argentina","ARG",1966,438000
"Argentina","ARG",1967,588000
"Argentina","ARG",1968,556000
"Argentina","ARG",1969,570000
"Argentina","ARG",1970,367000
"Argentina","ARG",1971,553000
"Argentina","ARG",1972,880000
"Argentina","ARG",1973,732000
"Argentina","ARG",1974,430000
"Argentina","ARG",1975,522700
"Argentina","ARG",1976,760000
"Argentina","ARG",1977,353000
"Argentina","ARG",1978,554000
"Argentina","ARG",1979,339000
"Argentina","ARG",1980,217000
"Argentina","ARG",1981,131500
"Argentina","ARG",1982,211400
"Argentina","ARG",1983,166000
"Argentina","ARG",1984,224000
"Argentina","ARG",1985,118000
"Argentina","ARG",1986,139900
"Argentina","ARG",1987,281700
"Argentina","ARG",1988,328800
"Argentina","ARG",1989,364770
"Argentina","ARG",1990,326600
"Argentina","ARG",1991,573360
"Argentina","ARG",1992,583200
"Argentina","ARG",1993,459439
"Argentina","ARG",1994,344692
"Argentina","ARG",1995,385848
"Argentina","ARG",1996,536443
"Argentina","ARG",1997,925790
"Argentina","ARG",1998,538408
"Argentina","ARG",1999,419556
"Argentina","ARG",2000,722490
"Argentina","ARG",2001,530045
"Argentina","ARG",2002,549830
"Argentina","ARG",2003,1005460
"Argentina","ARG",2004,894610
"Argentina","ARG",2005,799423
"Argentina","ARG",2006,1268465
"Argentina","ARG",2007,1474510
"Argentina","ARG",2008,1681880
"Argentina","ARG",2009,1355801
"Argentina","ARG",2010,2964075
"Argentina","ARG",2011,4085770
"Argentina","ARG",2012,5158180
"Argentina","ARG",2013,4705160
"Argentina","ARG",2014,2901492
"Argentina","ARG",2015,2901495
"Argentina","ARG",2016,4938723
"Argentina","ARG",2017,3741158
"Argentina","ARG",2018,5061069
"Argentina","ARG",2019,3784823
"Argentina","ARG",2020,3612804
"Argentina","ARG",2021,4036130
"Argentina","ARG",2022,5279608
"Argentina","ARG",2023,4695914
"Armenia","ARM",1992,150900
"Armenia","ARM",1993,83300
"Armenia","ARM",1994,69100
"Armenia","ARM",1995,89300
"Armenia","ARM",1996,105200
"Armenia","ARM",1997,59327
"Armenia","ARM",1998,71211
"Armenia","ARM",1999,65128
"Armenia","ARM",2000,32944
"Armenia","ARM",2001,107451
"Armenia","ARM",2002,109495
"Armenia","ARM",2003,68273
"Armenia","ARM",2004,131138
"Armenia","ARM",2005,110771
"Armenia","ARM",2006,49476
"Armenia","ARM",2007,162566
"Armenia","ARM",2008,149091
"Armenia","ARM",2009,145141
"Armenia","ARM",2010,118574
"Armenia","ARM",2011,178226
"Armenia","ARM",2012,170118
"Armenia","ARM",2013,188783
"Armenia","ARM",2014,190120
"Armenia","ARM",2015,187296
"Armenia","ARM",2016,197057
"Armenia","ARM",2017,92930
"Armenia","ARM",2018,124167
"Armenia","ARM",2019,68333
"Armenia","ARM",2020,89985.8
"Armenia","ARM",2021,37510.7
"Armenia","ARM",2022,75429
"Armenia","ARM",2023,83648.5
"Asia",NA,1961,16196470
"Asia",NA,1962,19548368
"Asia",NA,1963,17303268
"Asia",NA,1964,15639237
"Asia",NA,1965,17360646
"Asia",NA,1966,15328350
"Asia",NA,1967,15726091
"Asia",NA,1968,16316042
"Asia",NA,1969,15255823
"Asia",NA,1970,14246231
"Asia",NA,1971,14783541
"Asia",NA,1972,15077318
"Asia",NA,1973,12731048
"Asia",NA,1974,13828717
"Asia",NA,1975,16587107
"Asia",NA,1976,17757078
"Asia",NA,1977,14202517
"Asia",NA,1978,15979763
"Asia",NA,1979,16548342
"Asia",NA,1980,15522570
"Asia",NA,1981,17933380
"Asia",NA,1982,17297078
"Asia",NA,1983,16564108
"Asia",NA,1984,16961858
"Asia",NA,1985,17066138
"Asia",NA,1986,18022244
"Asia",NA,1987,17386928
"Asia",NA,1988,21987552
"Asia",NA,1989,15189526
"Asia",NA,1990,21461784
"Asia",NA,1991,20142162
"Asia",NA,1992,30670142
"Asia",NA,1993,30691094
"Asia",NA,1994,28280538
"Asia",NA,1995,24140630
"Asia",NA,1996,24757978
"Asia",NA,1997,22842610
"Asia",NA,1998,21928150
"Asia",NA,1999,19464020
"Asia",NA,2000,17472440
"Asia",NA,2001,19200108
"Asia",NA,2002,22501192
"Asia",NA,2003,21747384
"Asia",NA,2004,21248090
"Asia",NA,2005,22176616
"Asia",NA,2006,22899294
"Asia",NA,2007,20708702
"Asia",NA,2008,16505656
"Asia",NA,2009,20142122
"Asia",NA,2010,19246332
"Asia",NA,2011,19711812
"Asia",NA,2012,18659418
"Asia",NA,2013,21389558
"Asia",NA,2014,20324560
"Asia",NA,2015,23139792
"Asia",NA,2016,21366680
"Asia",NA,2017,20544744
"Asia",NA,2018,21564146
"Asia",NA,2019,26589546
"Asia",NA,2020,26944150
"Asia",NA,2021,18012892
"Asia",NA,2022,21481014
"Asia",NA,2023,23064522
"Asia (FAO)",NA,1961,16242190
"Asia (FAO)",NA,1962,19639808
"Asia (FAO)",NA,1963,17392676
"Asia (FAO)",NA,1964,15705277
"Asia (FAO)",NA,1965,17497806
"Asia (FAO)",NA,1966,15379150
"Asia (FAO)",NA,1967,15812451
"Asia (FAO)",NA,1968,16366842
"Asia (FAO)",NA,1969,15357423
"Asia (FAO)",NA,1970,14302111
"Asia (FAO)",NA,1971,14895301
"Asia (FAO)",NA,1972,15158598
"Asia (FAO)",NA,1973,12744048
"Asia (FAO)",NA,1974,13940477
"Asia (FAO)",NA,1975,16637907
"Asia (FAO)",NA,1976,17812958
"Asia (FAO)",NA,1977,14259413
"Asia (FAO)",NA,1978,16047835
"Asia (FAO)",NA,1979,16612350
"Asia (FAO)",NA,1980,15603850
"Asia (FAO)",NA,1981,18009580
"Asia (FAO)",NA,1982,17378358
"Asia (FAO)",NA,1983,16626108
"Asia (FAO)",NA,1984,17045108
"Asia (FAO)",NA,1985,17168938
"Asia (FAO)",NA,1986,18083244
"Asia (FAO)",NA,1987,17498928
"Asia (FAO)",NA,1988,22132552
"Asia (FAO)",NA,1989,15329526
"Asia (FAO)",NA,1990,21559784
"Asia (FAO)",NA,1991,20201662
"Asia (FAO)",NA,1992,30841142
"Asia (FAO)",NA,1993,30884094
"Asia (FAO)",NA,1994,28434538
"Asia (FAO)",NA,1995,24274630
"Asia (FAO)",NA,1996,24885978
"Asia (FAO)",NA,1997,22878610
"Asia (FAO)",NA,1998,21982150
"Asia (FAO)",NA,1999,19576720
"Asia (FAO)",NA,2000,17510040
"Asia (FAO)",NA,2001,19316608
"Asia (FAO)",NA,2002,22629594
"Asia (FAO)",NA,2003,21897384
"Asia (FAO)",NA,2004,21349080
"Asia (FAO)",NA,2005,22236904
"Asia (FAO)",NA,2006,22957666
"Asia (FAO)",NA,2007,20760710
"Asia (FAO)",NA,2008,16509152
"Asia (FAO)",NA,2009,20182214
"Asia (FAO)",NA,2010,19292394
"Asia (FAO)",NA,2011,19757528
"Asia (FAO)",NA,2012,18726446
"Asia (FAO)",NA,2013,21425564
"Asia (FAO)",NA,2014,20327280
"Asia (FAO)",NA,2015,23191968
"Asia (FAO)",NA,2016,21369586
"Asia (FAO)",NA,2017,20563498
"Asia (FAO)",NA,2018,21572066
"Asia (FAO)",NA,2019,26619946
"Asia (FAO)",NA,2020,26970860
"Asia (FAO)",NA,2021,18038992
"Asia (FAO)",NA,2022,21505464
"Asia (FAO)",NA,2023,23086012
"Australia","AUS",1961,941304
"Australia","AUS",1962,897655
"Australia","AUS",1963,984200
"Australia","AUS",1964,1118465
"Australia","AUS",1965,948822
"Australia","AUS",1966,1396808
"Australia","AUS",1967,834580
"Australia","AUS",1968,1646296
"Australia","AUS",1969,1698732
"Australia","AUS",1970,2351000
"Australia","AUS",1971,3065000
"Australia","AUS",1972,1727000
"Australia","AUS",1973,2397000
"Australia","AUS",1974,2515000
"Australia","AUS",1975,3179000
"Australia","AUS",1976,2846939
"Australia","AUS",1977,2383369
"Australia","AUS",1978,4006000
"Australia","AUS",1979,3703449
"Australia","AUS",1980,2682000
"Australia","AUS",1981,3450000
"Australia","AUS",1982,1938763
"Australia","AUS",1983,4889501
"Australia","AUS",1984,5554305
"Australia","AUS",1985,4801000
"Australia","AUS",1986,3548000
"Australia","AUS",1987,3417000
"Australia","AUS",1988,3241585
"Australia","AUS",1989,4044167
"Australia","AUS",1990,4107755
"Australia","AUS",1991,4107755
"Australia","AUS",1992,4529797
"Australia","AUS",1993,5396721
"Australia","AUS",1994,6668230
"Australia","AUS",1995,2913190
"Australia","AUS",1996,5822680
"Australia","AUS",1997,6696110
"Australia","AUS",1998,6482000
"Australia","AUS",1999,5987000
"Australia","AUS",2000,5043000
"Australia","AUS",2001,6743000
"Australia","AUS",2002,8279769
"Australia","AUS",2003,3864833
"Australia","AUS",2004,10381828
"Australia","AUS",2005,7739767
"Australia","AUS",2006,9481741
"Australia","AUS",2007,4257032
"Australia","AUS",2008,7160168
"Australia","AUS",2009,7996506
"Australia","AUS",2010,7864551
"Australia","AUS",2011,7994720
"Australia","AUS",2012,8220863
"Australia","AUS",2013,7471592
"Australia","AUS",2014,9174417
"Australia","AUS",2015,8646321
"Australia","AUS",2016,8992274
"Australia","AUS",2017,13505990
"Australia","AUS",2018,9253852
"Australia","AUS",2019,8818946
"Australia","AUS",2020,10127175
"Australia","AUS",2021,14648581
"Australia","AUS",2022,14377284
"Australia","AUS",2023,13491375
"Austria","AUT",1961,511571
"Austria","AUT",1962,556640
"Austria","AUT",1963,617331
"Austria","AUT",1964,605177
"Austria","AUT",1965,522864
"Austria","AUT",1966,705712
"Austria","AUT",1967,772210
"Austria","AUT",1968,769979
"Austria","AUT",1969,933706
"Austria","AUT",1970,913301
"Austria","AUT",1971,1015991
"Austria","AUT",1972,977097
"Austria","AUT",1973,1086730
"Austria","AUT",1974,1237869
"Austria","AUT",1975,1006242
"Austria","AUT",1976,1286583
"Austria","AUT",1977,1211734
"Austria","AUT",1978,1423602
"Austria","AUT",1979,1128714
"Austria","AUT",1980,1514491
"Austria","AUT",1981,1219816
"Austria","AUT",1982,1436543
"Austria","AUT",1983,1448917
"Austria","AUT",1984,1516981
"Austria","AUT",1985,1521408
"Austria","AUT",1986,1292450
"Austria","AUT",1987,1178686
"Austria","AUT",1988,1366424
"Austria","AUT",1989,1421645
"Austria","AUT",1990,1520554
"Austria","AUT",1991,1427045
"Austria","AUT",1992,1342141
"Austria","AUT",1993,1099646
"Austria","AUT",1994,1184350
"Austria","AUT",1995,1065188
"Austria","AUT",1996,1082789
"Austria","AUT",1997,1257800
"Austria","AUT",1998,1211557
"Austria","AUT",1999,1152801
"Austria","AUT",2000,854667
"Austria","AUT",2001,1012407
"Austria","AUT",2002,861391
"Austria","AUT",2003,882322
"Austria","AUT",2004,1006742.4
"Austria","AUT",2005,879628
"Austria","AUT",2006,914052
"Austria","AUT",2007,810980
"Austria","AUT",2008,967921
"Austria","AUT",2009,835107
"Austria","AUT",2010,777961
"Austria","AUT",2011,859375
"Austria","AUT",2012,662466
"Austria","AUT",2013,734050.56
"Austria","AUT",2014,845704.94
"Austria","AUT",2015,840433
"Austria","AUT",2016,859701.75
"Austria","AUT",2017,782029
"Austria","AUT",2018,691030
"Austria","AUT",2019,828130
"Austria","AUT",2020,864860
"Austria","AUT",2021,742530
"Austria","AUT",2022,767120
"Austria","AUT",2023,772120
"Azerbaijan","AZE",1992,354224
"Azerbaijan","AZE",1993,276791
"Azerbaijan","AZE",1994,262173
"Azerbaijan","AZE",1995,262480
"Azerbaijan","AZE",1996,213165
"Azerbaijan","AZE",1997,144796
"Azerbaijan","AZE",1998,76398
"Azerbaijan","AZE",1999,102321
"Azerbaijan","AZE",2000,219463
"Azerbaijan","AZE",2001,326983
"Azerbaijan","AZE",2002,295188
"Azerbaijan","AZE",2003,324306
"Azerbaijan","AZE",2004,349853
"Azerbaijan","AZE",2005,368947
"Azerbaijan","AZE",2006,399737
"Azerbaijan","AZE",2007,474646
"Azerbaijan","AZE",2008,605525
"Azerbaijan","AZE",2009,643680
"Azerbaijan","AZE",2010,513302
"Azerbaijan","AZE",2011,616440
"Azerbaijan","AZE",2012,721203
"Azerbaijan","AZE",2013,799043
"Azerbaijan","AZE",2014,681759
"Azerbaijan","AZE",2015,1036482
"Azerbaijan","AZE",2016,928923.2
"Azerbaijan","AZE",2017,792181.6
"Azerbaijan","AZE",2018,916036.3
"Azerbaijan","AZE",2019,988184.3
"Azerbaijan","AZE",2020,992438.6
"Azerbaijan","AZE",2021,1116728.6
"Azerbaijan","AZE",2022,1069445.8
"Azerbaijan","AZE",2023,1039018.6
"Bangladesh","BGD",1961,17272
"Bangladesh","BGD",1962,18288
"Bangladesh","BGD",1963,21336
"Bangladesh","BGD",1964,13208
"Bangladesh","BGD",1965,12192
"Bangladesh","BGD",1966,12200
"Bangladesh","BGD",1967,15200
"Bangladesh","BGD",1968,16300
"Bangladesh","BGD",1969,18300
"Bangladesh","BGD",1970,19300
"Bangladesh","BGD",1971,26400
"Bangladesh","BGD",1972,21300
"Bangladesh","BGD",1973,16300
"Bangladesh","BGD",1974,15419
"Bangladesh","BGD",1975,16367
"Bangladesh","BGD",1976,17126
"Bangladesh","BGD",1977,14744
"Bangladesh","BGD",1978,13474
"Bangladesh","BGD",1979,12592
"Bangladesh","BGD",1980,12694
"Bangladesh","BGD",1981,11640
"Bangladesh","BGD",1982,10406
"Bangladesh","BGD",1983,8844
"Bangladesh","BGD",1984,6461
"Bangladesh","BGD",1985,15491
"Bangladesh","BGD",1986,14073
"Bangladesh","BGD",1987,12227
"Bangladesh","BGD",1988,11449
"Bangladesh","BGD",1989,11477
"Bangladesh","BGD",1990,11684
"Bangladesh","BGD",1991,10800
"Bangladesh","BGD",1992,10200
"Bangladesh","BGD",1993,7570
"Bangladesh","BGD",1994,6235
"Bangladesh","BGD",1995,6000
"Bangladesh","BGD",1996,6015
"Bangladesh","BGD",1997,5985
"Bangladesh","BGD",1998,6040
"Bangladesh","BGD",1999,5000
"Bangladesh","BGD",2000,5000
"Bangladesh","BGD",2001,4000
"Bangladesh","BGD",2002,3000
"Bangladesh","BGD",2003,1695
"Bangladesh","BGD",2004,1375
"Bangladesh","BGD",2005,1170
"Bangladesh","BGD",2006,760
"Bangladesh","BGD",2007,755
"Bangladesh","BGD",2008,537
"Bangladesh","BGD",2009,472
"Bangladesh","BGD",2010,528
"Bangladesh","BGD",2011,484
"Bangladesh","BGD",2012,320
"Bangladesh","BGD",2013,260
