"Entity","Code","Year","wheat__00000015__production__005510__tonnes"
"Afghanistan","AFG",1961,2279000
"Afghanistan","AFG",1962,2279000
"Afghanistan","AFG",1963,1947000
"Afghanistan","AFG",1964,2230000
"Afghanistan","AFG",1965,2282000
"Afghanistan","AFG",1966,2033000
"Afghanistan","AFG",1967,2280000
"Afghanistan","AFG",1968,2354000
"Afghanistan","AFG",1969,2454000
"Afghanistan","AFG",1970,2081000
"Afghanistan","AFG",1971,1915000
"Afghanistan","AFG",1972,2450000
"Afghanistan","AFG",1973,2700000
"Afghanistan","AFG",1974,2750000
"Afghanistan","AFG",1975,2850000
"Afghanistan","AFG",1976,2936000
"Afghanistan","AFG",1977,2652000
"Afghanistan","AFG",1978,2813000
"Afghanistan","AFG",1979,2663000
"Afghanistan","AFG",1980,2550000
"Afghanistan","AFG",1981,2470000
"Afghanistan","AFG",1982,2391000
"Afghanistan","AFG",1983,2306000
"Afghanistan","AFG",1984,2194000
"Afghanistan","AFG",1985,2081000
"Afghanistan","AFG",1986,1925000
"Afghanistan","AFG",1987,2300000
"Afghanistan","AFG",1988,1900000
"Afghanistan","AFG",1989,1800000
"Afghanistan","AFG",1990,1650000
"Afghanistan","AFG",1991,1726000
"Afghanistan","AFG",1992,1650000
"Afghanistan","AFG",1993,1940000
"Afghanistan","AFG",1994,2050000
"Afghanistan","AFG",1995,2100000
"Afghanistan","AFG",1996,2300000
"Afghanistan","AFG",1997,2711000
"Afghanistan","AFG",1998,2834000
"Afghanistan","AFG",1999,2499000
"Afghanistan","AFG",2000,1469000
"Afghanistan","AFG",2001,1597000
"Afghanistan","AFG",2002,2686000
"Afghanistan","AFG",2003,3480000
"Afghanistan","AFG",2004,2390000
"Afghanistan","AFG",2005,4266000
"Afghanistan","AFG",2006,3363000
"Afghanistan","AFG",2007,4484000
"Afghanistan","AFG",2008,2623000
"Afghanistan","AFG",2009,5064000
"Afghanistan","AFG",2010,4532000
"Afghanistan","AFG",2011,3388000
"Afghanistan","AFG",2012,5050000
"Afghanistan","AFG",2013,5169235
"Afghanistan","AFG",2014,5370259
"Afghanistan","AFG",2015,4673040
"Afghanistan","AFG",2016,4555110
"Afghanistan","AFG",2017,4280776
"Afghanistan","AFG",2018,3613300
"Afghanistan","AFG",2019,4890000
"Afghanistan","AFG",2020,5185000
"Afghanistan","AFG",2021,4017657
"Afghanistan","AFG",2022,3802895
"Afghanistan","AFG",2023,4300000
"Africa",NA,1961,5091715
"Africa",NA,1962,6852639
"Africa",NA,1963,7160090
"Africa",NA,1964,6812840
"Africa",NA,1965,6711683
"Africa",NA,1966,5531425
"Africa",NA,1967,6843701
"Africa",NA,1968,8693579
"Africa",NA,1969,7175216
"Africa",NA,1970,7964607
"Africa",NA,1971,8909019
"Africa",NA,1972,9495232
"Africa",NA,1973,8548049
"Africa",NA,1974,8457896
"Africa",NA,1975,9424231
"Africa",NA,1976,10027084
"Africa",NA,1977,7629224
"Africa",NA,1978,8444855
"Africa",NA,1979,8659497
"Africa",NA,1980,8689505
"Africa",NA,1981,8703336
"Africa",NA,1982,10034211
"Africa",NA,1983,8843053
"Africa",NA,1984,9032141
"Africa",NA,1985,10339753
"Africa",NA,1986,11693412
"Africa",NA,1987,12551580
"Africa",NA,1988,13136362
"Africa",NA,1989,12497731
"Africa",NA,1990,13282346
"Africa",NA,1991,16955420
"Africa",NA,1992,12445750
"Africa",NA,1993,12567656
"Africa",NA,1994,14767140
"Africa",NA,1995,12659705
"Africa",NA,1996,21519064
"Africa",NA,1997,14219009
"Africa",NA,1998,18212288
"Africa",NA,1999,15220115
"Africa",NA,2000,14055828
"Africa",NA,2001,17800490
"Africa",NA,2002,16737239
"Africa",NA,2003,21115148
"Africa",NA,2004,21554204
"Africa",NA,2005,20476872
"Africa",NA,2006,23954312
"Africa",NA,2007,18070138
"Africa",NA,2008,19034260
"Africa",NA,2009,25381264
"Africa",NA,2010,20940332
"Africa",NA,2011,25029056
"Africa",NA,2012,24655300
"Africa",NA,2013,28064702
"Africa",NA,2014,25436128
"Africa",NA,2015,29085902
"Africa",NA,2016,23335314
"Africa",NA,2017,26529728
"Africa",NA,2018,29158090
"Africa",NA,2019,26536326
"Africa",NA,2020,25365412
"Africa",NA,2021,30732504
"Africa",NA,2022,26115468
"Africa",NA,2023,26348748
"Africa (FAO)",NA,1961,5118115
"Africa (FAO)",NA,1962,6881139
"Africa (FAO)",NA,1963,7191030
"Africa (FAO)",NA,1964,6849605
"Africa (FAO)",NA,1965,6767691
"Africa (FAO)",NA,1966,5600401
"Africa (FAO)",NA,1967,6922147
"Africa (FAO)",NA,1968,8781114
"Africa (FAO)",NA,1969,7298416
"Africa (FAO)",NA,1970,8079907
"Africa (FAO)",NA,1971,9072019
"Africa (FAO)",NA,1972,9619232
"Africa (FAO)",NA,1973,8700049
"Africa (FAO)",NA,1974,8692896
"Africa (FAO)",NA,1975,9693231
"Africa (FAO)",NA,1976,10290084
"Africa (FAO)",NA,1977,7918224
"Africa (FAO)",NA,1978,8756855
"Africa (FAO)",NA,1979,8824497
"Africa (FAO)",NA,1980,8920505
"Africa (FAO)",NA,1981,8921336
"Africa (FAO)",NA,1982,10176211
"Africa (FAO)",NA,1983,9019053
"Africa (FAO)",NA,1984,9189141
"Africa (FAO)",NA,1985,10418753
"Africa (FAO)",NA,1986,11892412
"Africa (FAO)",NA,1987,12708580
"Africa (FAO)",NA,1988,13317362
"Africa (FAO)",NA,1989,12744731
"Africa (FAO)",NA,1990,13691346
"Africa (FAO)",NA,1991,17641420
"Africa (FAO)",NA,1992,13283750
"Africa (FAO)",NA,1993,13020656
"Africa (FAO)",NA,1994,15242140
"Africa (FAO)",NA,1995,13107705
"Africa (FAO)",NA,1996,22046064
"Africa (FAO)",NA,1997,14861009
"Africa (FAO)",NA,1998,18797288
"Africa (FAO)",NA,1999,15392115
"Africa (FAO)",NA,2000,14269828
"Africa (FAO)",NA,2001,18103490
"Africa (FAO)",NA,2002,16984240
"Africa (FAO)",NA,2003,21447148
"Africa (FAO)",NA,2004,21989204
"Africa (FAO)",NA,2005,20892872
"Africa (FAO)",NA,2006,24623312
"Africa (FAO)",NA,2007,18873138
"Africa (FAO)",NA,2008,19621260
"Africa (FAO)",NA,2009,26022958
"Africa (FAO)",NA,2010,21343332
"Africa (FAO)",NA,2011,25321056
"Africa (FAO)",NA,2012,24655300
"Africa (FAO)",NA,2013,28064702
"Africa (FAO)",NA,2014,25436128
"Africa (FAO)",NA,2015,29085902
"Africa (FAO)",NA,2016,23335314
"Africa (FAO)",NA,2017,26529728
"Africa (FAO)",NA,2018,29158090
"Africa (FAO)",NA,2019,26536326
"Africa (FAO)",NA,2020,25365412
"Africa (FAO)",NA,2021,30732504
"Africa (FAO)",NA,2022,26115468
"Africa (FAO)",NA,2023,26348748
"Albania","ALB",1961,97800
"Albania","ALB",1962,146407
"Albania","ALB",1963,61763
"Albania","ALB",1964,124208
"Albania","ALB",1965,119728
"Albania","ALB",1966,146084
"Albania","ALB",1967,163261
"Albania","ALB",1968,203184
"Albania","ALB",1969,240177
"Albania","ALB",1970,226582
"Albania","ALB",1971,259431
"Albania","ALB",1972,285000
"Albania","ALB",1973,333000
"Albania","ALB",1974,330000
"Albania","ALB",1975,310000
"Albania","ALB",1976,485000
"Albania","ALB",1977,490000
"Albania","ALB",1978,490000
"Albania","ALB",1979,490530
"Albania","ALB",1980,495900
"Albania","ALB",1981,488700
"Albania","ALB",1982,524000
"Albania","ALB",1983,583000
"Albania","ALB",1984,6e+05
"Albania","ALB",1985,603000
"Albania","ALB",1986,576000
"Albania","ALB",1987,593000
"Albania","ALB",1988,637000
"Albania","ALB",1989,613000
"Albania","ALB",1990,613000
"Albania","ALB",1991,297340
"Albania","ALB",1992,251862
"Albania","ALB",1993,464498
"Albania","ALB",1994,420000
"Albania","ALB",1995,405342
"Albania","ALB",1996,271150
"Albania","ALB",1997,388391
"Albania","ALB",1998,395067
"Albania","ALB",1999,272000
"Albania","ALB",2000,341100
"Albania","ALB",2001,282200
"Albania","ALB",2002,295300
"Albania","ALB",2003,259900
"Albania","ALB",2004,253400
"Albania","ALB",2005,260000
"Albania","ALB",2006,230900
"Albania","ALB",2007,249500
"Albania","ALB",2008,335000
"Albania","ALB",2009,333100
"Albania","ALB",2010,294900
"Albania","ALB",2011,292800
"Albania","ALB",2012,3e+05
"Albania","ALB",2013,294000
"Albania","ALB",2014,280000
"Albania","ALB",2015,275000
"Albania","ALB",2016,275000
"Albania","ALB",2017,274877
"Albania","ALB",2018,240294
"Albania","ALB",2019,233218
"Albania","ALB",2020,233430
"Albania","ALB",2021,225170.9
"Albania","ALB",2022,233145
"Albania","ALB",2023,233584.69
"Algeria","DZA",1961,685723
"Algeria","DZA",1962,1507000
"Algeria","DZA",1963,1589664
"Algeria","DZA",1964,1162456
"Algeria","DZA",1965,1325240
"Algeria","DZA",1966,630051
"Algeria","DZA",1967,1265506
"Algeria","DZA",1968,1533794
"Algeria","DZA",1969,1326190
"Algeria","DZA",1970,1434548
"Algeria","DZA",1971,1317392
"Algeria","DZA",1972,1655854
"Algeria","DZA",1973,1158077
"Algeria","DZA",1974,1091111
"Algeria","DZA",1975,1847793
"Algeria","DZA",1976,1629687
"Algeria","DZA",1977,827123
"Algeria","DZA",1978,1083019
"Algeria","DZA",1979,1080435
"Algeria","DZA",1980,1511426
"Algeria","DZA",1981,1218380
"Algeria","DZA",1982,977070
"Algeria","DZA",1983,789786
"Algeria","DZA",1984,886469
"Algeria","DZA",1985,1478018
"Algeria","DZA",1986,1228800
"Algeria","DZA",1987,1174800
"Algeria","DZA",1988,614420
"Algeria","DZA",1989,1152100
"Algeria","DZA",1990,750080
"Algeria","DZA",1991,1869400
"Algeria","DZA",1992,1836750
"Algeria","DZA",1993,1016500
"Algeria","DZA",1994,713964
"Algeria","DZA",1995,1499920
"Algeria","DZA",1996,2982604
"Algeria","DZA",1997,661514
"Algeria","DZA",1998,2280000
"Algeria","DZA",1999,1470000
"Algeria","DZA",2000,760361
"Algeria","DZA",2001,2039213
"Algeria","DZA",2002,1501803
"Algeria","DZA",2003,2964852
"Algeria","DZA",2004,2730700
"Algeria","DZA",2005,2414728
"Algeria","DZA",2006,2687930
"Algeria","DZA",2007,2318963
"Algeria","DZA",2008,1111033
"Algeria","DZA",2009,2953117
"Algeria","DZA",2010,2605178
"Algeria","DZA",2011,2910890
"Algeria","DZA",2012,3432231
"Algeria","DZA",2013,3299049
"Algeria","DZA",2014,2436197
"Algeria","DZA",2015,2656731
"Algeria","DZA",2016,2440097
"Algeria","DZA",2017,2436503
"Algeria","DZA",2018,3981219.2
"Algeria","DZA",2019,3876876
"Algeria","DZA",2020,3106754
"Algeria","DZA",2021,2168386
"Algeria","DZA",2022,3e+06
"Algeria","DZA",2023,2500000
"Americas (FAO)",NA,1961,50778624
"Americas (FAO)",NA,1962,54856136
"Americas (FAO)",NA,1963,63709704
"Americas (FAO)",NA,1964,67564980
"Americas (FAO)",NA,1965,64438704
"Americas (FAO)",NA,1966,68629380
"Americas (FAO)",NA,1967,68983144
"Americas (FAO)",NA,1968,70833150
"Americas (FAO)",NA,1969,70348940
"Americas (FAO)",NA,1970,57318676
"Americas (FAO)",NA,1971,69801920
"Americas (FAO)",NA,1972,69028360
"Americas (FAO)",NA,1973,74814376
"Americas (FAO)",NA,1974,75274030
"Americas (FAO)",NA,1975,89938100
"Americas (FAO)",NA,1976,101986640
"Americas (FAO)",NA,1977,87422000
"Americas (FAO)",NA,1978,84797870
"Americas (FAO)",NA,1979,90597250
"Americas (FAO)",NA,1980,99182344
"Americas (FAO)",NA,1981,115896850
"Americas (FAO)",NA,1982,124762184
"Americas (FAO)",NA,1983,112545750
"Americas (FAO)",NA,1984,113772856
"Americas (FAO)",NA,1985,110432220
"Americas (FAO)",NA,1986,109909160
"Americas (FAO)",NA,1987,105734264
"Americas (FAO)",NA,1988,86203520
"Americas (FAO)",NA,1989,103261310
"Americas (FAO)",NA,1990,126178140
"Americas (FAO)",NA,1991,106198020
"Americas (FAO)",NA,1992,115898540
"Americas (FAO)",NA,1993,110764500
"Americas (FAO)",NA,1994,104566500
"Americas (FAO)",NA,1995,103156490
"Americas (FAO)",NA,1996,110768940
"Americas (FAO)",NA,1997,117055870
"Americas (FAO)",NA,1998,116868530
"Americas (FAO)",NA,1999,109759500
"Americas (FAO)",NA,2000,110271160
"Americas (FAO)",NA,2001,99222470
"Americas (FAO)",NA,2002,84421460
"Americas (FAO)",NA,2003,111203064
"Americas (FAO)",NA,2004,109651096
"Americas (FAO)",NA,2005,110354380
"Americas (FAO)",NA,2006,95915800
"Americas (FAO)",NA,2007,101108070
"Americas (FAO)",NA,2008,126360270
"Americas (FAO)",NA,2009,109030420
"Americas (FAO)",NA,2010,107483020
"Americas (FAO)",NA,2011,109851260
"Americas (FAO)",NA,2012,116480300
"Americas (FAO)",NA,2013,117266410
"Americas (FAO)",NA,2014,107835096
"Americas (FAO)",NA,2015,110900010
"Americas (FAO)",NA,2016,121590936
"Americas (FAO)",NA,2017,107485100
"Americas (FAO)",NA,2018,113731160
"Americas (FAO)",NA,2019,117469416
"Americas (FAO)",NA,2020,118127350
"Americas (FAO)",NA,2021,99809780
"Americas (FAO)",NA,2022,119245280
"Americas (FAO)",NA,2023,109433590
"Angola","AGO",1961,20000
"Angola","AGO",1962,20000
"Angola","AGO",1963,20000
"Angola","AGO",1964,13000
"Angola","AGO",1965,20000
"Angola","AGO",1966,22000
"Angola","AGO",1967,27000
"Angola","AGO",1968,27000
"Angola","AGO",1969,14145
"Angola","AGO",1970,11965
"Angola","AGO",1971,12782
"Angola","AGO",1972,15070
"Angola","AGO",1973,11527
"Angola","AGO",1974,16985
"Angola","AGO",1975,13000
"Angola","AGO",1976,13000
"Angola","AGO",1977,10000
"Angola","AGO",1978,10000
"Angola","AGO",1979,8000
"Angola","AGO",1980,7000
"Angola","AGO",1981,6000
"Angola","AGO",1982,5000
"Angola","AGO",1983,4000
"Angola","AGO",1984,3000
"Angola","AGO",1985,3000
"Angola","AGO",1986,2400
"Angola","AGO",1987,2400
"Angola","AGO",1988,2400
"Angola","AGO",1989,2400
"Angola","AGO",1990,2500
"Angola","AGO",1991,2560
"Angola","AGO",1992,2800
"Angola","AGO",1993,3000
"Angola","AGO",1994,3000
"Angola","AGO",1995,5000
"Angola","AGO",1996,5235.76
"Angola","AGO",1997,5503.12
"Angola","AGO",1998,6000
"Angola","AGO",1999,4000
"Angola","AGO",2000,4000
"Angola","AGO",2001,4000
"Angola","AGO",2002,4000
"Angola","AGO",2003,3937.08
"Angola","AGO",2004,3941.31
"Angola","AGO",2005,4000
"Angola","AGO",2006,4000
"Angola","AGO",2007,4000
"Angola","AGO",2008,4000
"Angola","AGO",2009,4000
"Angola","AGO",2010,4000
"Angola","AGO",2011,4000
"Angola","AGO",2012,4826.7
"Angola","AGO",2013,3416.86
"Angola","AGO",2014,4782.76
"Angola","AGO",2015,4724.68
"Angola","AGO",2016,5116.15
"Angola","AGO",2017,5342.07
"Angola","AGO",2018,4430.93
"Angola","AGO",2019,5544.29
"Angola","AGO",2020,4375
"Angola","AGO",2021,9368
"Angola","AGO",2022,8097
"Angola","AGO",2023,20921
"Argentina","ARG",1961,5725000
"Argentina","ARG",1962,5700000
"Argentina","ARG",1963,8940000
"Argentina","ARG",1964,11260000
"Argentina","ARG",1965,6079000
"Argentina","ARG",1966,6247000
"Argentina","ARG",1967,7320000
"Argentina","ARG",1968,5740000
"Argentina","ARG",1969,7020000
"Argentina","ARG",1970,4920000
"Argentina","ARG",1971,5440000
"Argentina","ARG",1972,7900000
"Argentina","ARG",1973,6560000
"Argentina","ARG",1974,5970000
"Argentina","ARG",1975,8570000
"Argentina","ARG",1976,11582000
"Argentina","ARG",1977,5653100
"Argentina","ARG",1978,8469400
"Argentina","ARG",1979,8317800
"Argentina","ARG",1980,7974700
"Argentina","ARG",1981,8369600
"Argentina","ARG",1982,15097700
"Argentina","ARG",1983,13111400
"Argentina","ARG",1984,13678600
"Argentina","ARG",1985,8742800
"Argentina","ARG",1986,8756500
"Argentina","ARG",1987,9101200
"Argentina","ARG",1988,8596900
"Argentina","ARG",1989,10055700
"Argentina","ARG",1990,10055700
"Argentina","ARG",1991,11036600
"Argentina","ARG",1992,9998500
"Argentina","ARG",1993,9995900
"Argentina","ARG",1994,9736500
"Argentina","ARG",1995,11406460
"Argentina","ARG",1996,9542315
"Argentina","ARG",1997,16106700
"Argentina","ARG",1998,15086820
"Argentina","ARG",1999,12600600
"Argentina","ARG",2000,15478660
"Argentina","ARG",2001,16146620
"Argentina","ARG",2002,15427820
"Argentina","ARG",2003,12399040
"Argentina","ARG",2004,14710175
"Argentina","ARG",2005,16139170
"Argentina","ARG",2006,12721976
"Argentina","ARG",2007,14662945
"Argentina","ARG",2008,16486532
"Argentina","ARG",2009,8508156
"Argentina","ARG",2010,9016373
"Argentina","ARG",2011,16067929
"Argentina","ARG",2012,14683475
"Argentina","ARG",2013,8134409
"Argentina","ARG",2014,9188339
"Argentina","ARG",2015,13930078
"Argentina","ARG",2016,11314952
"Argentina","ARG",2017,18395106
"Argentina","ARG",2018,18518044
"Argentina","ARG",2019,19459728
"Argentina","ARG",2020,19776942
"Argentina","ARG",2021,17644276
"Argentina","ARG",2022,22150288
"Argentina","ARG",2023,12555860
"Armenia","ARM",1992,141483
"Armenia","ARM",1993,217900
"Armenia","ARM",1994,152900
"Armenia","ARM",1995,153800
"Armenia","ARM",1996,201400
"Armenia","ARM",1997,183700
"Armenia","ARM",1998,244300
"Armenia","ARM",1999,214380
"Armenia","ARM",2000,177762
"Armenia","ARM",2001,241679
"Armenia","ARM",2002,284670
"Armenia","ARM",2003,216698
"Armenia","ARM",2004,291556
"Armenia","ARM",2005,258361
"Armenia","ARM",2006,146544
"Armenia","ARM",2007,254233
"Armenia","ARM",2008,225734
"Armenia","ARM",2009,198080
"Armenia","ARM",2010,183464
"Armenia","ARM",2011,224082
"Armenia","ARM",2012,243130
"Armenia","ARM",2013,311558
"Armenia","ARM",2014,338158
"Armenia","ARM",2015,362746
"Armenia","ARM",2016,350369
"Armenia","ARM",2017,176428
"Armenia","ARM",2018,187453
"Armenia","ARM",2019,112621
"Armenia","ARM",2020,131951.2
"Armenia","ARM",2021,97160.1
"Armenia","ARM",2022,138612.8
"Armenia","ARM",2023,177859.6
"Asia",NA,1961,45752064
"Asia",NA,1962,51629692
"Asia",NA,1963,51493144
"Asia",NA,1964,52827710
"Asia",NA,1965,61464070
"Asia",NA,1966,59423012
"Asia",NA,1967,64810900
"Asia",NA,1968,71229190
"Asia",NA,1969,73956200
"Asia",NA,1970,76692820
"Asia",NA,1971,85663310
"Asia",NA,1972,94715280
"Asia",NA,1973,88000230
"Asia",NA,1974,93732830
"Asia",NA,1975,104582680
"Asia",NA,1976,118427010
"Asia",NA,1977,107997740
"Asia",NA,1978,123854530
"Asia",NA,1979,138778770
"Asia",NA,1980,129043000
"Asia",NA,1981,138902190
"Asia",NA,1982,150063420
"Asia",NA,1983,168549630
"Asia",NA,1984,176424510
"Asia",NA,1985,176779310
"Asia",NA,1986,188681200
"Asia",NA,1987,180181070
"Asia",NA,1988,184487150
"Asia",NA,1989,192599940
"Asia",NA,1990,203051700
"Asia",NA,1991,208047440
"Asia",NA,1992,237946740
"Asia",NA,1993,240651790
"Asia",NA,1994,228920000
"Asia",NA,1995,238366770
"Asia",NA,1996,243866700
"Asia",NA,1997,266505730
"Asia",NA,1998,254344080
"Asia",NA,1999,261246980
"Asia",NA,2000,254652930
"Asia",NA,2001,246685650
"Asia",NA,2002,254418690
"Asia",NA,2003,245053680
"Asia",NA,2004,256871400
"Asia",NA,2005,265220830
"Asia",NA,2006,276706430
"Asia",NA,2007,285734080
"Asia",NA,2008,272117500
"Asia",NA,2009,297869000
"Asia",NA,2010,288305180
"Asia",NA,2011,309875700
"Asia",NA,2012,307132450
"Asia",NA,2013,315417440
"Asia",NA,2014,320513570
"Asia",NA,2015,320208260
"Asia",NA,2016,328615460
"Asia",NA,2017,333954400
"Asia",NA,2018,326242020
"Asia",NA,2019,335111200
"Asia",NA,2020,346886560
"Asia",NA,2021,342384200
"Asia",NA,2022,346099520
"Asia",NA,2023,352312960
"Asia (FAO)",NA,1961,45797784
"Asia (FAO)",NA,1962,51695732
"Asia (FAO)",NA,1963,51557150
"Asia (FAO)",NA,1964,52873430
"Asia (FAO)",NA,1965,61555510
"Asia (FAO)",NA,1966,59478892
"Asia (FAO)",NA,1967,64907420
"Asia (FAO)",NA,1968,71295230
"Asia (FAO)",NA,1969,74037480
"Asia (FAO)",NA,1970,76735990
"Asia (FAO)",NA,1971,85759830
"Asia (FAO)",NA,1972,94796560
"Asia (FAO)",NA,1973,88004296
"Asia (FAO)",NA,1974,93829350
"Asia (FAO)",NA,1975,104615190
"Asia (FAO)",NA,1976,118461550
"Asia (FAO)",NA,1977,108021110
"Asia (FAO)",NA,1978,123874850
"Asia (FAO)",NA,1979,138791980
"Asia (FAO)",NA,1980,129056210
"Asia (FAO)",NA,1981,138912860
"Asia (FAO)",NA,1982,150073580
"Asia (FAO)",NA,1983,168558740
"Asia (FAO)",NA,1984,176433520
"Asia (FAO)",NA,1985,176788320
"Asia (FAO)",NA,1986,188687710
"Asia (FAO)",NA,1987,180194560
"Asia (FAO)",NA,1988,184500140
"Asia (FAO)",NA,1989,192607940
"Asia (FAO)",NA,1990,203062100
"Asia (FAO)",NA,1991,208053040
"Asia (FAO)",NA,1992,237957230
"Asia (FAO)",NA,1993,240663490
"Asia (FAO)",NA,1994,228928000
"Asia (FAO)",NA,1995,238377780
"Asia (FAO)",NA,1996,243879710
"Asia (FAO)",NA,1997,266517220
"Asia (FAO)",NA,1998,254355570
"Asia (FAO)",NA,1999,261260980
"Asia (FAO)",NA,2000,254662930
"Asia (FAO)",NA,2001,246696140
"Asia (FAO)",NA,2002,254431580
"Asia (FAO)",NA,2003,245067950
"Asia (FAO)",NA,2004,256881330
"Asia (FAO)",NA,2005,265230080
"Asia (FAO)",NA,2006,276713950
"Asia (FAO)",NA,2007,285744800
"Asia (FAO)",NA,2008,272119970
"Asia (FAO)",NA,2009,297883680
"Asia (FAO)",NA,2010,288324100
"Asia (FAO)",NA,2011,309899460
"Asia (FAO)",NA,2012,307155400
"Asia (FAO)",NA,2013,315432600
"Asia (FAO)",NA,2014,320518000
"Asia (FAO)",NA,2015,320243620
"Asia (FAO)",NA,2016,328622370
"Asia (FAO)",NA,2017,333970980
"Asia (FAO)",NA,2018,326257340
"Asia (FAO)",NA,2019,335140670
"Asia (FAO)",NA,2020,346921200
"Asia (FAO)",NA,2021,342410100
"Asia (FAO)",NA,2022,346130620
"Asia (FAO)",NA,2023,352340800
"Australia","AUS",1961,6727192
"Australia","AUS",1962,8352912
"Australia","AUS",1963,8924460
"Australia","AUS",1964,10036954
"Australia","AUS",1965,7067060
"Australia","AUS",1966,12699257
"Australia","AUS",1967,7546691
"Australia","AUS",1968,14804143
"Australia","AUS",1969,10546200
"Australia","AUS",1970,7889918
"Australia","AUS",1971,8606000
"Australia","AUS",1972,6590000
"Australia","AUS",1973,11987000
"Australia","AUS",1974,11357000
"Australia","AUS",1975,11982000
"Australia","AUS",1976,11800000
"Australia","AUS",1977,9370336
"Australia","AUS",1978,18090000
"Australia","AUS",1979,16188000
"Australia","AUS",1980,10856000
"Australia","AUS",1981,16360000
"Australia","AUS",1982,8875571
"Australia","AUS",1983,22016000
"Australia","AUS",1984,18666032
"Australia","AUS",1985,15999000
"Australia","AUS",1986,16119000
"Australia","AUS",1987,12287000
"Australia","AUS",1988,13935000
"Australia","AUS",1989,14214495
"Australia","AUS",1990,15066100
"Australia","AUS",1991,15066100
"Australia","AUS",1992,10557400
"Australia","AUS",1993,14738678
"Australia","AUS",1994,16479000
"Australia","AUS",1995,8961000
"Australia","AUS",1996,16504000
"Australia","AUS",1997,23702000
"Australia","AUS",1998,19224000
"Australia","AUS",1999,21464800
"Australia","AUS",2000,24757000
"Australia","AUS",2001,22108000
"Australia","AUS",2002,24299336
"Australia","AUS",2003,10131924
"Australia","AUS",2004,26131870
"Australia","AUS",2005,21905112
"Australia","AUS",2006,25150344
"Australia","AUS",2007,10821628
"Australia","AUS",2008,13569378
"Australia","AUS",2009,21420176
"Australia","AUS",2010,21834010
"Australia","AUS",2011,27410076
"Australia","AUS",2012,29905008
"Australia","AUS",2013,22855576
"Australia","AUS",2014,25303036
"Australia","AUS",2015,23742560
"Australia","AUS",2016,22274514
"Australia","AUS",2017,31818744
"Australia","AUS",2018,20941134
"Australia","AUS",2019,17597560
"Australia","AUS",2020,14480217
"Australia","AUS",2021,31922554
"Australia","AUS",2022,36237476
"Australia","AUS",2023,41199490
"Austria","AUT",1961,711673
"Austria","AUT",1962,706206
"Austria","AUT",1963,689528
"Austria","AUT",1964,750534
"Austria","AUT",1965,660712
"Austria","AUT",1966,896906
"Austria","AUT",1967,1045402
"Austria","AUT",1968,1044709
"Austria","AUT",1969,950279
"Austria","AUT",1970,810424
"Austria","AUT",1971,974281
"Austria","AUT",1972,863310
"Austria","AUT",1973,939152
"Austria","AUT",1974,1101762
"Austria","AUT",1975,945188
"Austria","AUT",1976,1233520
"Austria","AUT",1977,1071848
"Austria","AUT",1978,1194808
"Austria","AUT",1979,849921
"Austria","AUT",1980,1200599
"Austria","AUT",1981,1025011
"Austria","AUT",1982,1236355
"Austria","AUT",1983,1417365
"Austria","AUT",1984,1501000
"Austria","AUT",1985,1562776
"Austria","AUT",1986,1414599
"Austria","AUT",1987,1450734
"Austria","AUT",1988,1559993
"Austria","AUT",1989,1362951
"Austria","AUT",1990,1404468
"Austria","AUT",1991,1375253
"Austria","AUT",1992,1325401
"Austria","AUT",1993,1018013
"Austria","AUT",1994,1255122
"Austria","AUT",1995,1301445
"Austria","AUT",1996,1239723
"Austria","AUT",1997,1352281
"Austria","AUT",1998,1341820
"Austria","AUT",1999,1416200
"Austria","AUT",2000,1312962
"Austria","AUT",2001,1508283
"Austria","AUT",2002,1434208.1
"Austria","AUT",2003,1191380
"Austria","AUT",2004,1718825.2
"Austria","AUT",2005,1453072
"Austria","AUT",2006,1396300
"Austria","AUT",2007,1399341
"Austria","AUT",2008,1689688
"Austria","AUT",2009,1523368
"Austria","AUT",2010,1517805
"Austria","AUT",2011,1781837
"Austria","AUT",2012,1275498
"Austria","AUT",2013,1597706.4
"Austria","AUT",2014,1804018.2
"Austria","AUT",2015,1725736.8
"Austria","AUT",2016,1970363.6
"Austria","AUT",2017,1437143
"Austria","AUT",2018,1367060
"Austria","AUT",2019,1596880
"Austria","AUT",2020,1652740
"Austria","AUT",2021,1547600
"Austria","AUT",2022,1712530
"Austria","AUT",2023,1744820
"Azerbaijan","AZE",1992,943387
"Azerbaijan","AZE",1993,840960
"Azerbaijan","AZE",1994,739245
"Azerbaijan","AZE",1995,625575
"Azerbaijan","AZE",1996,758861
"Azerbaijan","AZE",1997,896422
"Azerbaijan","AZE",1998,798262
"Azerbaijan","AZE",1999,846030
"Azerbaijan","AZE",2000,1150281
"Azerbaijan","AZE",2001,1493741
"Azerbaijan","AZE",2002,1692818
"Azerbaijan","AZE",2003,1509557
"Azerbaijan","AZE",2004,1573006
"Azerbaijan","AZE",2005,1527026
"Azerbaijan","AZE",2006,1460303
"Azerbaijan","AZE",2007,1305458
"Azerbaijan","AZE",2008,1645792
"Azerbaijan","AZE",2009,2096203
"Azerbaijan","AZE",2010,1272340
"Azerbaijan","AZE",2011,1594394
"Azerbaijan","AZE",2012,1797028
"Azerbaijan","AZE",2013,1841307
"Azerbaijan","AZE",2014,1407405
"Azerbaijan","AZE",2015,1639830
"Azerbaijan","AZE",2016,1799858.5
